Gender;Height;Weight
Female;641.981.553.087.341;130.296.177.151.677
Female;65.065.914.319.463;154.493.133.335.891
Female;631.767.412.364.093;133.305.962.960.520
Female;628.924.807.371.768;142.895.625.913.257
Female;615.004.865.343.244;126.088.338.208.402
Female;625.092.134.625.984;132.122.065.997.657
Female;658.175.965.051.632;138.710.513.674.517
Female;626.992.776.704.058;126.639.871.233.991
Female;620.045.067.675.116;136.975.398.054.233
Female;641.571.004.654.397;130.624.199.724.108
Female;61.025.224.979.151;121.055.279.305.515
Female;627.430.546.559.301;135.352.914.549.541
Female;62.763.723.922.867;134.619.078.048.893
Female;655.488.123.192.662;150.069.691.938.647
Female;63.115.267.498.179;127.508.135.982.421
Female;637.387.846.485.527;136.204.024.074.546
Female;674.816.970.921.321;170.617.082.005.891
Female;59.762.156.488.396;955.003.308.531.445
Female;640.269.597.600.027;13.887.640.638.951
Female;639.323.879.354.694;130.936.857.530.366
Female;682.618.555.144.814;173.395.692.395.635
Female;602.762.621.629.998;920.379.430.397.919
Female;632.385.247.118.844;109.197.849.767.591
Female;653.397.249.536.015;161.431.657.506.077
Female;620.693.336.458.313;132.654.701.141.979
Female;659.876.102.918.289;166.844.114.319.683
Female;636.001.516.903.264;142.682.825.085.499
Female;586.212.042.754.936;105.682.555.962.401
Female;6.235.161.807.096;147.776.633.057.825
Female;62.064.464.782.076;135.553.886.774.225
Female;651.329.984.432.297;163.390.770.134.078
Female;637.804.505.357.159;125.964.967.064.398
Female;61.595.700.475.738;125.690.445.565.054
Female;63.140.719.924.336;134.749.660.807.651
Female;613.876.900.470.254;139.325.303.119.848
Female;624.040.612.072.824;132.859.670.011.568
Female;630.996.464.734.617;127.897.077.555.075
Female;652.870.994.428.939;145.469.236.629.349
Female;678.334.497.064.817;180.289.831.374.591
Female;609.011.029.650.348;117.069.212.796.024
Female;620.118.603.437.534;122.709.384.363.170
Female;680.060.889.738.665;160.498.871.328.297
Female;644.186.641.653.042;159.951.109.604.137
Female;647.420.043.709.058;146.046.996.429.122
Female;61.177.417.249.355;119.026.199.791.625
Female;691.288.146.980.393;173.743.433.577.378
Female;597.616.961.246.051;106.181.546.007.383
Female;638.829.118.578.512;133.274.269.386.444
Female;635.988.925.995.822;124.829.550.138.566
Female;665.002.841.569.765;164.212.378.062.450
Female;6.439.724.056.546;148.369.054.489.955
Female;675.558.985.148.114;154.436.977.189.173
Female;634.876.370.769.227;152.939.283.220.944
Female;621.989.274.746.945;134.416.769.094.881
Female;653.279.690.131.631;13.904.543.565.718
Female;667.661.566.062.845;152.944.405.048.544
Female;641.231.482.423.097;144.457.759.045.625
Female;665.485.395.589.009;155.940.305.599.885
Female;637.915.820.567.127;137.413.177.969.282
Female;661.837.581.260.769;146.077.559.642.319
Female;650.345.368.407.552;145.706.062.161.174
Female;583.992.732.847.804;114.914.523.775.531
Female;627.552.630.779.708;143.679.072.724.016
Female;610.169.136.485.069;122.551.131.346.505
Female;604.106.109.489.089;106.642.293.994.736
Female;652.381.384.425.361;135.648.212.327.642
Female;662.136.806.163.984;142.916.533.748.820
Female;63.374.620.073.333;130.403.337.418.144
Female;65.888.565.594.617;136.802.560.143.162
Female;620.886.315.795.757;112.748.109.757.602
Female;639.256.629.281.186;146.805.057.738.270
Female;587.817.576.324.036;907.747.091.832.357
Female;656.031.682.309.183;152.793.643.566.824
Female;66.290.520.331.928;139.939.393.704.934
Female;654.202.438.116.462;142.726.785.943.638
Female;681.270.163.237.332;155.431.006.532.304
Female;673.990.489.604.949;161.387.355.893.036
Female;683.016.220.795.609;168.786.938.659.971
Female;68.821.431.782.895;188.691.862.114.076
Female;641.643.366.015.432;139.644.700.239.823
Female;665.867.359.089.946;143.998.415.428.368
Female;681.977.955.440.264;172.381.274.901.777
Female;679.105.865.875.531;164.395.261.722.055
Female;693.797.348.894.693;177.700.043.739.673
Female;645.562.119.271.014;146.335.896.831.846
Female;649.976.097.965.344;123.868.429.160.287
Female;607.325.592.012.657;12.993.164.947.606
Female;666.670.985.158.094;161.034.529.438.125
Female;654.259.315.004.385;142.451.122.039.710
Female;650.563.251.192.091;148.805.739.652.020
Female;662.451.658.543.593;16.561.655.605.684
Female;653.286.775.638.761;133.693.674.862.405
Female;63.761.419.932.705;117.551.987.292.536
Female;666.157.115.789.694;148.707.952.227.472
Female;64.705.436.895.879;146.848.712.168.825
Female;606.808.456.196.719;113.642.060.430.966
Female;63.784.909.476.139;140.410.741.148.516
Female;608.583.531.423.618;117.696.491.881.752
Female;64.859.973.239.722;140.784.838.024.313
Female;6.580.002.802.435;151.556.946.419.100
Female;626.330.053.145.602;127.536.664.725.424
Female;63.386.660.312.589;114.504.560.767.949
Female;62.573.491.827.726;120.583.444.827.689
Female;706.643.003.503.891;162.281.555.177.633
Female;627.213.495.566.306;119.486.517.223.659
Female;673.919.259.559.781;167.488.226.481.695
Female;595.596.477.140.795;110.918.225.634.754
Female;636.880.398.794.519;130.336.549.114.258
Female;637.414.312.550.819;140.454.048.475.041
Female;662.173.148.683.178;143.042.566.799.264
Female;61.511.383.226.993;135.051.580.448.911
Female;627.810.480.514.985;135.628.790.604.296
Female;619.455.232.926.966;110.657.142.075.488
Female;662.048.298.983.819;137.164.879.397.097
Female;637.848.705.959.536;134.228.371.270.992
Female;63.128.042.988.196;136.592.800.500.294
Female;638.894.436.057.504;14.437.596.784.709
Female;668.372.303.694.138;152.919.820.790.312
Female;660.554.726.305.611;150.995.672.533.918
Female;642.646.579.812.066;162.804.122.273.241
Female;614.896.336.601.811;119.330.341.229.469
Female;668.302.430.947.442;165.352.733.012.123
Female;601.078.614.836.828;122.363.789.403.639
Female;65.177.100.228.481;134.671.249.126.970
Female;624.587.916.193.706;136.098.915.292.115
Female;613.640.524.103.822;115.175.752.886.687
Female;63.623.574.223.705;137.904.633.308.725
Female;607.720.543.835.753;103.274.543.570.465
Female;645.422.498.909.552;162.413.463.280.536
Female;655.981.804.983.064;145.080.404.329.489
Female;675.170.380.601.641;169.308.893.401.756
Female;618.314.398.602.573;144.912.759.286.863
Female;576.548.850.278.643;988.767.225.455.992
Female;661.629.308.541.201;158.172.355.213.959
Female;656.923.233.964.042;174.794.468.987.562
Female;586.428.888.204.366;911.363.036.572.996
Female;662.150.732.581.635;175.080.993.699.551
Female;590.017.419.565.727;102.478.664.670.655
Female;679.652.660.098.935;147.304.044.263.115
Female;68.258.236.847.678;165.845.779.437.455
Female;6.413.259.552.012;150.518.295.372.649
Female;6.505.626.826.711;141.160.100.509.472
Female;602.133.953.702.512;109.662.813.179.920
Female;611.201.164.293.565;123.581.164.718.325
Female;691.192.918.242.978;168.864.402.796.581
Female;667.398.825.824.609;152.936.623.367.452
Female;617.122.667.642.139;129.777.130.481.080
Female;661.685.183.044.283;172.006.997.965.417
Female;560.786.997.324.948;944.883.740.514.904
Female;679.598.135.606.305;175.353.450.340.295
Female;633.499.879.341.012;139.223.151.035.297
Female;614.502.821.665.807;100.817.996.164.838
Female;685.054.423.225.546;176.904.921.236.491
Female;614.680.996.449.647;122.868.498.594.010
Female;68.469.715.400.869;172.577.358.071.262
Female;654.030.257.273.507;146.950.388.715.448
Female;56.108.902.096.181;805.312.593.808.895
Female;674.643.693.664.088;175.837.259.465.974
Female;639.165.972.026.092;145.624.290.589.582
Female;648.066.858.300.476;138.485.217.717.169
Female;612.244.579.969.429;130.539.050.835.342
Female;635.720.738.747.121;139.189.754.635.499
Female;585.038.208.838.195;102.124.460.727.719
Female;681.601.590.941.242;158.096.183.401.911
Female;637.560.237.265.498;148.878.322.871.828
Female;663.996.869.750.026;148.633.153.610.737
Female;595.676.198.493.025;130.119.245.608.480
Female;640.607.208.343.705;137.798.691.417.923
Female;618.229.563.157.747;151.621.748.021.954
Female;677.635.043.217.747;154.041.758.704.619
Female;59.550.766.330.213;13.298.838.873.545
Female;62.667.580.120.138;124.033.977.823.712
Female;659.417.881.940.748;142.839.645.892.174
Female;607.868.835.207.597;133.235.538.441.663
Female;673.824.748.767.537;158.817.502.397.030
Female;628.140.534.616.654;114.333.915.530.655
Female;633.665.552.927.455;128.037.235.319.090
Female;673.571.661.976.723;163.667.183.228.395
Female;625.657.303.998.949;128.871.196.256.066
Female;630.711.709.583.662;141.214.977.779.151
Female;622.346.329.852.014;118.852.705.355.753
Female;606.794.569.073.923;120.952.343.048.977
Female;621.406.891.954.094;117.287.234.136.288
Female;605.033.265.387.832;117.673.179.032.708
Female;621.839.823.428.074;131.659.119.191.964
Female;64.489.375.631.941;141.926.122.065.719
Female;65.268.411.971.242;148.201.080.454.699
Female;6.678.882.198.784;152.410.698.939.111
Female;598.913.966.191.576;108.625.579.032.739
Female;662.065.976.991.153;169.089.759.579.162
Female;679.022.522.420.795;150.724.448.776.685
Female;590.866.684.886.879;101.037.153.610.585
Female;691.291.556.325.151;16.481.908.286.244
Female;6.681.189.039.961;139.786.475.579.899
Female;641.504.027.430.315;144.985.145.957.166
Female;632.632.746.056.996;137.364.902.527.897
Female;626.176.900.041.191;138.082.482.281.735
Female;647.256.018.545.135;157.971.880.190.933
Female;6.344.051.580.012;140.143.427.227.101
Female;634.029.164.816.637;118.271.687.679.224
Female;64.295.861.990.972;120.115.820.761.886
Female;60.266.154.767.081;106.138.265.858.869
Female;64.923.624.559.071;122.485.795.292.252
Female;665.173.447.485.184;143.074.198.031.542
Female;643.289.227.653.181;140.181.267.726.941
Female;653.410.408.308.385;148.721.399.690.314
Female;622.422.084.376.345;133.324.581.124.254
Female;606.263.943.477.523;128.617.380.700.552
Female;64.469.422.853.858;135.193.971.875.581
Female;66.414.583.993.891;150.957.699.589.141
Female;689.749.909.103.401;167.219.940.456.707
Female;619.842.298.634.471;117.640.454.127.762
Female;621.608.492.873.229;118.512.310.847.137
Female;614.105.897.100.327;139.899.818.308.485
Female;647.471.479.759.165;124.546.685.632.424
Female;638.440.598.448.956;140.008.238.050.349
Female;66.258.258.030.821;160.530.052.507.513
Female;646.045.811.718.413;151.030.972.352.349
Female;644.097.945.427.114;136.245.058.498.943
Female;678.247.150.033.196;153.269.571.608.594
Female;63.732.847.083.697;144.777.657.493.938
Female;692.719.782.406.486;168.181.741.476.728
Female;676.435.386.568.677;145.907.967.969.146
Female;605.684.836.937.429;110.490.718.413.001
Female;60.037.287.660.545;117.605.873.795.749
Female;596.266.045.472.612;107.471.732.438.746
Female;683.334.475.088.363;175.134.535.138.437
Female;656.879.082.977.069;158.840.720.250.103
Female;681.679.857.043.417;164.961.351.967.609
Female;675.183.990.233.758;151.764.313.582.989
Female;634.626.198.297.076;126.689.845.437.587
Female;637.430.398.445.612;126.293.962.316.978
Female;670.736.607.623.134;160.459.758.969.941
Female;62.694.682.057.334;126.692.714.269.078
Female;672.346.539.451.645;153.426.506.052.046
Female;628.032.334.146.675;126.010.565.667.123
Female;621.175.122.119.449;137.282.178.100.606
Female;578.073.228.489.915;107.705.025.913.598
Female;634.138.540.642.601;121.200.849.225.363
Female;623.855.341.496.913;137.533.670.497.237
Female;620.501.442.011.013;127.051.031.458.001
Female;637.780.793.626.365;149.894.951.440.861
Female;687.174.196.489.747;166.799.975.787.303
Female;650.779.682.795.104;148.733.153.676.712
Female;615.606.091.197.838;116.626.798.287.403
Female;617.189.238.838.311;121.606.508.600.220
Female;645.216.098.418.886;147.025.010.556.358
Female;607.710.584.976.098;109.837.385.673.708
Female;652.547.298.526.553;140.505.386.618.028
Female;632.546.663.036.786;135.865.663.634.336
Female;650.422.212.012.702;142.904.254.064.657
Female;637.838.704.037.937;139.340.537.312.666
Female;629.200.494.946.017;13.157.367.513.268
Female;63.271.718.526.254;149.122.726.526.788
Female;644.243.382.873.525;136.976.951.830.596
Female;651.550.798.754.679;137.806.165.718.192
Female;642.428.154.724.719;138.406.496.385.409
Female;618.936.565.184.405;117.646.102.933.760
Female;627.559.587.583.006;122.515.319.572.172
Female;677.112.315.413.313;145.408.446.289.980
Female;662.939.197.475.216;168.143.509.951.866
Female;585.775.758.255.851;109.051.629.285.320
Female;61.651.771.889.465;129.028.241.356.304
Female;584.709.836.424.501;103.045.952.845.206
Female;649.563.447.510.511;144.759.089.436.304
Female;579.470.911.003.493;914.689.976.337.068
Female;681.114.186.443.258;154.785.882.837.839
Female;601.438.688.169.522;107.166.050.588.278
Female;656.426.217.600.759;155.911.023.326.178
Female;638.227.248.654.108;138.895.712.416.732
Female;675.466.633.053.304;150.887.869.458.715
Female;674.502.833.890.771;168.517.067.145.212
Female;649.641.466.246.892;125.820.071.532.799
Female;62.149.295.755.193;131.114.972.670.710
Female;646.013.585.348.886;168.907.893.686.434
Female;651.142.153.551.371;142.971.914.418.017
Female;643.105.091.847.238;158.745.129.301.723
Female;626.593.439.584.431;124.257.211.247.832
Female;63.963.226.842.032;110.581.001.855.524
Female;649.346.429.569.326;129.219.354.503.378
Female;666.903.528.715.739;157.793.825.220.765
Female;680.222.823.506.091;162.652.528.233.230
Female;629.027.288.010.334;137.041.794.764.637
Female;636.657.977.906.739;122.148.252.708.969
Female;583.768.121.939.762;965.792.120.329.965
Female;622.438.493.000.684;11.329.063.745.559
Female;672.772.495.748.027;155.642.603.187.778
Female;619.236.976.699.269;134.682.126.594.453
Female;616.466.411.754.478;134.475.773.050.625
Female;63.132.339.355.837;130.514.736.487.237
Female;656.783.060.394.966;146.513.376.669.120
Female;618.272.781.508.049;12.968.531.010.624
Female;616.664.350.850.308;120.606.159.272.429
Female;656.981.278.803.086;145.625.184.197.326
Female;592.644.116.953.942;117.535.231.988.082
Female;645.206.270.450.062;133.294.238.258.861
Female;639.056.469.656.532;169.079.129.369.228
Female;606.143.859.598.376;130.370.011.518.555
Female;659.394.256.591.248;157.160.363.540.210
Female;592.796.539.717.926;868.907.118.416.325
Female;668.024.913.405;152.067.766.650.711
Female;637.905.286.347.469;122.121.197.764.408
Female;656.820.332.301.062;137.067.229.035.461
Female;674.130.635.740.314;146.090.040.562.755
Female;64.765.449.819.323;150.560.675.298.113
Female;663.239.655.671.198;148.938.463.980.075
Female;636.953.074.251.025;120.965.576.317.010
Female;617.503.104.664.995;141.285.499.543.180
Female;623.446.077.262.348;128.732.390.202.663
Female;663.874.352.909.995;124.277.551.954.560
Female;615.954.743.189.745;140.376.801.203.415
Female;679.417.369.115.361;142.961.977.935.272
Female;647.154.646.660.173;146.189.493.253.909
Female;645.056.539.129.233;143.043.457.846.382
Female;627.888.677.862.447;130.071.925.160.203
Female;692.467.636.974.264;168.218.019.463.714
Female;609.495.616.747.468;114.791.401.025.589
Female;657.774.433.977.874;167.686.231.738.308
Female;700.839.211.281.893;165.771.322.537.549
Female;643.990.911.588.392;141.730.512.557.911
Female;622.671.781.021.688;129.351.649.873.223
Female;653.415.308.457.202;164.030.416.532.173
Female;65.880.013.996.992;131.761.442.822.398
Female;606.803.877.196.751;119.195.697.933.808
Female;643.870.614.645.801;133.115.212.860.813
Female;680.593.085.975.349;150.979.677.796.380
Female;639.896.920.632.008;141.487.752.526.284
Female;641.020.130.333.803;141.745.050.046.555
Female;647.490.074.581.613;149.331.487.345.740
Female;631.516.293.523.298;119.191.194.477.355
Female;609.386.984.898.315;135.601.568.354.786
Female;616.943.371.258.118;122.746.494.612.735
Female;65.747.710.914.558;139.838.362.880.126
Female;68.668.672.203.965;168.540.757.514.377
Female;616.855.430.637.008;126.007.336.558.882
Female;643.746.173.880.224;135.623.948.166.457
Female;60.443.789.129.043;109.688.325.769.838
Female;656.063.503.885.667;156.043.087.297.473
Female;627.842.763.453.096;109.029.690.178.438
Female;61.100.516.080.586;114.955.814.222.543
Female;650.203.140.186.567;156.735.692.835.617
Female;574.813.920.896.452;874.965.711.068.527
Female;595.271.969.623.395;123.044.667.837.303
Female;62.196.274.493.421;120.008.198.718.904
Female;599.980.659.303.265;113.944.988.323.158
Female;620.150.135.779.691;121.239.436.200.904
Female;625.905.347.139.169;119.541.594.250.199
Female;68.621.342.499.956;161.350.356.478.781
Female;608.543.111.878.693;140.811.513.978.200
Female;621.458.607.025.379;128.967.996.843.239
Female;591.817.312.308.563;106.772.488.510.281
Female;613.511.138.475.123;121.966.343.592.203
Female;686.038.356.448.301;17.918.192.407.042
Female;648.314.493.670.077;128.344.592.012.362
Female;63.013.256.878.704;121.787.566.579.416
Female;598.377.120.086.964;127.947.748.191.752
Female;619.627.954.969.954;133.374.761.452.122
Female;612.458.279.351.572;102.918.033.517.196
Female;6.173.903.740.721;127.160.584.033.742
Female;626.188.631.643.794;118.716.168.129.320
Female;654.808.205.215.746;144.643.031.686.080
Female;622.118.424.372.008;114.850.762.301.452
Female;599.985.291.119.596;96.856.488.099.381
Female;655.315.538.303.727;158.598.827.675.123
Female;642.466.719.555.024;145.028.015.212.802
Female;640.906.870.957.569;140.530.167.167.976
Female;625.044.968.802.861;142.639.641.930.986
Female;626.435.170.912.578;142.887.379.341.998
Female;66.644.634.715.642;145.540.189.733.852
Female;681.229.008.318.943;163.344.631.708.686
Female;620.080.771.491.404;136.997.220.424.575
Female;655.935.629.924.078;150.935.054.290.217
Female;635.779.273.506.287;140.760.938.882.789
Female;655.633.590.016.224;141.291.784.270.822
Female;567.576.036.320.284;888.848.531.761.247
Female;580.483.879.435.182;923.258.299.115.623
Female;685.906.667.720.027;171.175.342.045.736
Female;637.011.397.144.788;152.904.962.789.341
Female;631.788.467.544.409;139.052.102.359.510
Female;676.321.277.689.353;16.486.760.520.507
Female;665.400.154.996.689;159.992.034.952.514
Female;62.231.306.437.616;136.681.238.290.303
Female;605.786.306.823.931;979.775.540.088.973
Female;633.503.418.961.264;136.181.916.612.555
Female;670.492.443.214.269;160.738.096.384.215
Female;67.518.692.667.356;170.330.889.207.843
Female;656.517.073.770.095;159.490.164.305.561
Female;626.238.524.863.747;142.946.827.368.472
Female;635.004.535.296.126;137.198.700.301.645
Female;658.710.380.337.067;156.432.378.466.109
Female;648.472.337.284.786;144.906.885.673.795
Female;602.574.933.105.572;110.101.139.831.754
Female;709.321.942.044.308;175.954.400.609.796
Female;596.643.406.247.125;107.322.245.909.936
Female;62.195.908.169.483;137.284.026.960.041
Female;663.091.009.385.077;147.586.500.017.265
Female;65.679.010.990.448;148.292.152.806.936
Female;588.583.977.310.176;98.549.364.155.062
Female;636.902.996.213.132;132.971.110.377.536
Female;631.667.384.919.388;130.740.933.092.532
Female;605.977.270.957.684;106.969.691.988.335
Female;628.250.805.619.894;111.615.089.915.203
Female;627.136.523.745.064;119.789.782.668.783
Female;622.050.376.294.717;122.917.881.852.374
Female;63.857.098.025.805;125.401.719.607.698
Female;609.780.090.660.765;125.104.335.777.660
Female;667.000.747.594.028;135.856.007.822.104
Female;603.034.430.760.768;134.694.862.750.144
Female;625.594.947.136.909;129.439.231.106.236
Female;630.080.671.298.698;139.393.372.975.680
Female;613.992.063.189.541;118.243.214.867.285
Female;640.136.536.061.212;121.812.722.244.771
Female;621.000.960.989.526;109.349.031.666.849
Female;65.253.688.546.256;149.531.118.367.038
Female;680.401.433.127.524;161.881.840.823.847
Female;656.055.753.685.281;136.143.748.949.103
Female;651.748.308.761.764;139.989.934.059.748
Female;63.715.969.976.713;144.256.790.545.024
Female;649.670.945.229.996;134.724.966.128.497
Female;625.864.637.847.256;132.732.254.677.612
Female;660.738.700.860.418;162.949.944.756.918
Female;606.668.224.727.029;121.598.168.438.201
Female;648.466.441.917.349;149.668.368.517.619
Female;623.211.968.836.268;132.118.590.072.080
Female;635.249.762.127.878;147.026.850.497.157
Female;610.863.776.667.252;127.166.576.438.328
Female;641.710.760.328.905;127.212.313.432.553
Female;662.615.270.525.255;153.761.022.070.456
Female;572.079.464.481.391;99.494.823.757.459
Female;633.228.513.649.821;130.875.115.859.355
Female;589.805.742.499.834;105.971.759.903.372
Female;643.936.934.541.556;152.223.401.910.660
Female;663.603.885.993.806;152.757.084.683.682
Female;645.370.480.426.537;130.670.259.933.203
Female;665.951.368.299.181;154.317.997.769.328
Female;647.612.257.338.878;151.942.264.691.657
Female;597.654.023.621.743;133.479.484.363.974
Female;633.494.163.565.599;156.005.407.993.291
Female;639.197.225.629.009;146.832.640.146.898
Female;65.268.557.290.483;161.477.744.308.455
Female;663.915.957.093.158;148.055.640.138.066
Female;648.531.982.689.437;135.013.854.029.631
Female;668.956.296.719.244;151.531.283.381.560
Female;658.972.696.829.023;150.478.851.413.989
Female;63.749.253.320.049;133.511.540.858.199
Female;624.956.808.670.057;137.536.814.793.135
Female;660.595.701.938.935;141.301.108.236.847
Female;623.725.869.576.043;135.722.305.560.273
Female;634.422.117.789.602;134.801.973.619.515
Female;645.289.979.382.754;131.120.790.736.503
Female;642.483.429.811.119;139.252.338.622.666
Female;634.561.187.875.777;124.031.688.109.340
Female;647.457.909.907.791;147.318.865.953.805
Female;639.021.615.105.496;150.187.598.464.574
Female;610.724.435.059.547;111.765.896.991.427
Female;631.808.638.527.067;117.010.256.885.193
Female;642.182.482.784.235;137.606.344.649.293
Female;6.149.888.657.429;102.696.974.533.694
Female;639.768.333.597.098;142.372.879.940.519
Female;612.575.726.538.818;131.469.281.576.650
Female;65.656.126.049.222;136.881.979.564.154
Female;641.241.653.747.849;135.003.347.531.826
Female;677.290.819.215.933;147.505.871.272.483
Female;566.304.119.764.382;89.480.480.272.958
Female;582.136.140.977.498;98.869.252.929.314
Female;600.407.793.463.283;125.681.644.042.020
Female;594.974.060.191.257;125.601.269.024.671
Female;655.562.572.176.743;133.352.164.363.273
Female;630.684.183.548.493;131.157.066.933.971
Female;628.646.332.718.698;120.247.147.644.501
Female;65.476.902.588.083;138.124.369.185.163
Female;673.204.066.473.136;149.078.827.195.281
Female;604.068.930.646.657;122.223.338.680.230
Female;627.904.953.943.164;145.992.045.419.017
Female;644.824.946.688.634;140.010.825.245.196
Female;637.948.401.617.126;124.655.638.900.198
Female;633.741.426.139.251;138.024.803.709.393
Female;6.279.478.140.952;123.517.806.382.056
Female;628.948.396.869.464;129.943.212.021.255
Female;631.251.364.340.679;120.274.188.626.291
Female;613.884.204.016.023;130.734.180.311.493
Female;650.581.465.772.376;142.308.517.030.730
Female;606.471.053.112.835;121.880.256.816.862
Female;638.848.755.242.758;126.938.871.407.855
Female;65.207.359.450.851;150.498.578.930.879
Female;679.630.161.715.707;162.409.988.494.667
Female;623.024.965.761.823;128.387.109.264.372
Female;667.717.159.734.268;126.360.234.069.603
Female;65.223.136.216.003;129.136.069.457.107
Female;648.142.919.970.243;145.905.983.073.062
Female;613.051.465.213.603;122.534.743.665.854
Female;64.532.862.779.695;148.206.743.267.389
Female;620.246.228.538.539;116.971.457.537.277
Female;617.814.522.684.375;119.956.198.553.202
Female;642.355.616.328.491;141.401.345.178.251
Female;623.417.961.766.414;137.492.143.041.157
Female;590.303.022.780.839;107.701.246.562.834
Female;652.594.419.654.651;149.599.596.041.979
Female;636.831.809.886.458;127.597.515.249.022
Female;668.941.112.254.811;1.403.460.606.498
Female;591.696.039.759.662;112.043.944.486.811
Female;591.390.873.118.783;113.468.730.417.278
Female;609.662.640.820.926;109.946.334.605.674
Female;657.975.156.802.185;134.342.744.519.461
Female;664.221.167.700.854;156.752.631.345.030
Female;575.402.686.323.147;96.190.511.238.138
Female;619.059.184.995.613;114.568.376.671.197
Female;65.204.481.018.529;143.563.339.319.018
Female;691.902.638.633.848;164.044.585.015.642
Female;640.088.764.698.066;154.051.429.787.699
Female;639.573.089.571.671;127.444.970.022.639
Female;662.692.991.071.185;141.902.023.998.710
Female;651.726.768.644.519;143.878.029.369.242
Female;619.323.519.094.684;124.780.164.610.408
Female;668.136.805.613.258;168.597.929.485.838
Female;6.290.082.474.974;137.420.455.826.089
Female;623.754.184.915.593;134.870.906.081.511
Female;66.842.898.079.791;151.464.648.722.805
Female;638.875.151.445.974;124.753.377.622.056
Female;668.475.848.218.763;165.272.511.306.906
Female;665.046.532.313.147;144.210.830.467.714
Female;587.063.154.217.927;101.990.470.324.876
Female;63.177.398.804.039;138.022.592.491.558
Female;651.514.754.236.429;122.751.654.123.712
Female;630.850.236.136.518;124.459.625.457.958
Female;620.998.542.419.859;133.714.224.546.198
Female;645.880.784.104.178;129.393.176.124.176
Female;63.293.828.919.941;15.982.130.423.599
Female;640.910.936.609.475;142.162.552.780.834
Female;622.059.641.381.313;130.526.883.320.967
Female;611.919.833.059.315;103.586.385.470.313
Female;672.558.041.753.211;142.866.245.151.200
Female;714.389.467.760.974;175.035.491.537.161
Female;605.506.048.942.084;108.215.882.832.314
Female;626.116.600.750.035;125.094.021.930.470
Female;618.794.633.631.368;108.136.639.402.511
Female;623.157.520.666.132;123.783.563.825.451
Female;640.633.172.180.763;116.471.442.701.904
Female;601.948.969.474.763;127.860.000.106.261
Female;682.305.543.548.021;161.334.232.064.197
Female;654.201.831.879.245;134.612.715.838.218
Female;656.404.834.126.995;148.498.919.556.826
Female;595.129.816.980.911;106.636.429.529.511
Female;649.811.959.751.322;129.839.588.948.602
Female;658.778.749.776.462;159.815.468.791.593
Female;593.077.871.493.332;108.425.989.559.395
Female;660.721.927.822.985;142.595.275.001.706
Female;651.908.596.008.262;152.499.760.668.414
Female;656.935.888.686.274;140.608.412.362.972
Female;625.864.298.982.446;133.928.179.771.128
Female;664.109.077.861.082;16.199.138.563.683
Female;651.295.282.301.444;132.063.776.409.835
Female;653.833.115.263.583;129.375.501.986.123
Female;671.797.608.759.326;159.318.643.402.433
Female;642.619.995.713.383;148.390.479.746.549
Female;641.725.254.231.146;142.433.423.672.126
Female;611.032.162.867.816;120.409.350.956.552
Female;68.244.709.889.445;158.251.718.872.370
Female;634.199.546.377.084;125.962.116.034.111
Female;658.807.620.656.729;159.873.201.407.205
Female;650.025.119.975.338;156.057.175.933.406
Female;617.095.710.275.463;120.604.339.328.759
Female;694.368.896.801.976;170.138.856.676.594
Female;654.316.983.367.532;153.818.743.323.927
Female;648.425.948.916.241;142.879.180.453.390
Female;648.896.872.138.484;153.586.247.185.204
Female;618.251.695.502.446;144.555.484.485.503
Female;639.426.236.505.085;125.194.118.433.785
Female;639.211.759.989.884;140.883.834.629.129
Female;607.181.902.703.438;116.690.215.074.499
Female;639.798.230.457.517;156.624.549.709.382
Female;686.360.765.090.186;156.413.094.350.772
Female;612.984.846.219.795;137.994.478.820.382
Female;608.895.008.371.525;113.062.457.650.902
Female;641.226.611.948.796;141.051.938.228.504
Female;682.110.663.412.755;145.486.903.558.213
Female;670.223.707.095.967;162.026.552.396.676
Female;702.662.739.066.393;158.234.595.970.963
Female;608.427.403.570.946;131.305.434.159.197
Female;628.173.539.608.313;143.248.770.278.712
Female;67.690.562.078.224;17.750.062.892.361
Female;612.524.352.280.807;122.824.105.041.194
Female;660.766.818.709.977;156.200.706.089.896
Female;693.367.356.628.538;167.635.786.598.418
Female;605.792.080.632.693;127.354.500.043.278
Female;616.541.746.571.694;14.149.632.459.471
Female;637.376.822.067.027;139.674.979.024.569
Female;622.307.136.151.842;108.192.002.771.498
Female;651.828.932.404.828;143.764.129.771.746
Female;654.975.909.127.757;151.542.118.171.723
Female;652.424.430.570.022;144.757.202.709.172
Female;659.190.369.939.423;165.064.970.123.921
Female;558.512.138.219.031;103.767.137.286.226
Female;588.096.536.336.339;930.540.913.754.368
Female;637.000.670.167.339;142.322.039.721.723
Female;628.523.317.573.488;145.315.497.088.658
Female;648.968.616.591.026;143.344.692.374.485
Female;633.906.337.002.984;110.513.180.867.796
Female;642.352.160.578.657;143.313.587.978.686
Female;635.354.693.614.422;137.622.958.502.453
Female;662.040.391.981.081;153.413.708.691.206
Female;603.946.356.235.736;130.785.432.134.824
Female;696.262.621.971.809;159.867.870.788.118
Female;672.972.538.491.168;161.644.762.075.658
Female;625.900.175.545.683;132.321.686.028.614
Female;648.327.522.241.635;136.430.728.165.546
Female;619.245.004.850.171;113.661.109.982.740
Female;641.104.988.809.597;14.675.626.290.364
